Age,Gender,Tenure,Usage Frequency,Support Calls,Payment Delay,Subscription Type,Contract Length,Total Spend,Last Interaction,Churn,KMeans_Cluster
62.0,1,1.0,2.0,8.0,7.0,1,0,973.0,26.0,1.0,1
39.0,1,20.0,19.0,1.0,10.0,0,0,589.5,21.0,0.0,1
52.0,1,31.0,3.0,1.0,28.0,1,0,476.0,14.0,1.0,1
22.0,1,6.0,23.0,1.0,28.0,2,0,102.56,11.0,1.0,1
38.0,1,56.0,18.0,3.0,4.0,0,0,994.22,11.0,0.0,1
63.0,0,3.0,26.0,7.0,11.0,2,0,290.0,11.0,1.0,0
42.0,0,4.0,21.0,3.0,11.0,2,2,966.95,13.0,0.0,3
64.0,1,54.0,10.0,10.0,12.0,2,2,566.0,17.0,1.0,0
24.0,1,6.0,24.0,0.0,14.0,0,2,534.09,3.0,0.0,2
37.0,1,54.0,9.0,2.0,19.0,1,0,953.17,28.0,0.0,1
19.0,0,24.0,7.0,8.0,13.0,0,1,841.0,21.0,1.0,3
35.0,0,34.0,4.0,2.0,0.0,1,0,453.0,9.0,1.0,3
62.0,1,30.0,19.0,8.0,10.0,0,2,352.0,10.0,1.0,0
33.0,1,29.0,18.0,3.0,16.0,1,0,880.05,12.0,0.0,1
36.0,0,57.0,26.0,0.0,18.0,0,2,405.61,26.0,1.0,3
33.0,1,60.0,22.0,3.0,5.0,1,0,527.61,21.0,0.0,1
43.0,0,45.0,20.0,10.0,23.0,2,1,997.0,11.0,1.0,0
57.0,0,7.0,5.0,4.0,16.0,1,0,469.0,7.0,1.0,0
55.0,0,19.0,10.0,4.0,21.0,0,0,254.03,25.0,1.0,0
20.0,1,33.0,20.0,2.0,4.0,1,2,586.33,22.0,0.0,2
33.0,0,18.0,29.0,3.0,1.0,2,0,755.76,4.0,0.0,3
41.0,1,49.0,29.0,3.0,30.0,2,2,793.73,3.0,1.0,2
46.0,1,25.0,29.0,2.0,5.0,2,2,722.25,4.0,0.0,2
49.0,1,28.0,15.0,1.0,6.0,1,0,574.49,21.0,0.0,1
22.0,1,36.0,12.0,9.0,5.0,0,2,678.0,16.0,1.0,2
39.0,1,44.0,8.0,2.0,18.0,2,0,763.7,4.0,0.0,1
32.0,0,51.0,4.0,2.0,9.0,0,2,519.83,5.0,0.0,3
45.0,1,38.0,12.0,3.0,2.0,2,2,652.88,23.0,0.0,2
37.0,1,57.0,14.0,1.0,5.0,2,0,548.83,6.0,0.0,1
41.0,1,9.0,30.0,1.0,14.0,1,2,834.66,30.0,0.0,2
53.0,1,16.0,24.0,10.0,28.0,2,2,133.0,20.0,1.0,0
46.0,1,30.0,25.0,4.0,8.0,2,0,603.59,4.0,0.0,1
18.0,1,45.0,11.0,8.0,1.0,0,2,248.0,26.0,1.0,2
33.0,0,37.0,21.0,2.0,16.0,0,0,564.59,10.0,0.0,3
44.0,1,4.0,17.0,0.0,8.0,1,0,883.55,1.0,0.0,1
40.0,0,28.0,20.0,1.0,1.0,1,0,964.87,12.0,0.0,3
47.0,0,13.0,27.0,2.0,8.0,2,2,978.48,3.0,0.0,3
41.0,1,30.0,4.0,7.0,6.0,1,0,808.0,10.0,1.0,1
48.0,0,9.0,24.0,0.0,10.0,2,2,607.58,8.0,0.0,3
41.0,0,39.0,22.0,0.0,4.0,0,0,153.0,3.0,1.0,3
38.0,0,20.0,29.0,2.0,7.0,1,0,915.4,5.0,0.0,3
46.0,1,40.0,6.0,3.0,12.0,1,2,863.34,29.0,0.0,2
46.0,1,33.0,16.0,4.0,22.0,1,1,695.0,3.0,1.0,1
35.0,1,13.0,22.0,0.0,17.0,0,2,984.05,13.0,0.0,2
58.0,1,48.0,18.0,9.0,28.0,2,0,916.0,15.0,1.0,0
45.0,1,42.0,24.0,2.0,14.0,0,2,721.24,13.0,0.0,2
34.0,1,50.0,5.0,8.0,3.0,0,1,744.0,23.0,1.0,2
48.0,1,33.0,9.0,3.0,26.0,1,0,517.0,26.0,1.0,0
65.0,0,27.0,8.0,7.0,4.0,0,1,746.0,28.0,1.0,0
61.0,1,2.0,12.0,10.0,15.0,0,2,292.0,11.0,1.0,0
44.0,0,5.0,7.0,1.0,30.0,0,1,153.0,21.0,1.0,0
46.0,1,49.0,15.0,0.0,10.0,1,2,857.26,23.0,0.0,2
47.0,0,28.0,3.0,1.0,30.0,1,0,826.0,27.0,1.0,3
20.0,1,20.0,18.0,2.0,1.0,0,0,905.35,13.0,0.0,1
28.0,0,12.0,29.0,1.0,18.0,0,0,954.52,9.0,0.0,3
32.0,1,55.0,5.0,0.0,9.0,1,0,876.07,6.0,0.0,1
50.0,1,30.0,25.0,2.0,14.0,2,0,849.75,8.0,0.0,1
22.0,1,56.0,30.0,1.0,10.0,0,2,800.65,22.0,0.0,2
37.0,1,47.0,8.0,0.0,9.0,1,2,553.97,10.0,0.0,2
29.0,1,7.0,20.0,2.0,0.0,1,0,913.02,4.0,0.0,1
59.0,0,56.0,18.0,8.0,0.0,1,1,313.0,19.0,1.0,0
41.0,1,2.0,26.0,10.0,7.0,2,1,748.0,16.0,1.0,0
35.0,0,57.0,5.0,9.0,6.0,2,2,563.0,27.0,1.0,0
22.0,0,11.0,4.0,2.0,4.0,0,0,639.13,5.0,0.0,3
41.0,1,34.0,7.0,3.0,9.0,1,0,980.89,19.0,0.0,1
33.0,1,45.0,11.0,2.0,10.0,2,2,711.03,16.0,0.0,2
23.0,1,57.0,25.0,0.0,17.0,1,0,720.37,21.0,0.0,1
28.0,1,39.0,24.0,8.0,15.0,2,2,495.0,26.0,1.0,0
41.0,1,54.0,4.0,4.0,8.0,0,0,666.61,11.0,0.0,1
27.0,0,8.0,19.0,0.0,20.0,0,2,576.22,15.0,0.0,3
32.0,0,5.0,23.0,4.0,27.0,2,0,231.0,18.0,1.0,0
40.0,1,36.0,9.0,4.0,25.0,1,0,435.49,23.0,1.0,0
40.0,1,60.0,20.0,3.0,17.0,1,1,301.0,22.0,1.0,0
50.0,1,43.0,20.0,5.0,11.0,0,2,749.5,1.0,0.0,2
31.0,1,20.0,25.0,9.0,19.0,0,1,628.04,2.0,1.0,0
43.0,0,59.0,9.0,0.0,14.0,0,2,551.78,1.0,0.0,3
24.0,1,29.0,20.0,2.0,14.0,2,0,500.27,30.0,0.0,1
37.0,1,49.0,24.0,1.0,14.0,1,0,786.32,10.0,0.0,1
40.0,0,25.0,9.0,3.0,30.0,1,0,925.0,16.0,1.0,3
50.0,1,5.0,27.0,1.0,17.0,2,0,303.0,6.0,1.0,1
40.0,0,31.0,12.0,6.0,17.0,1,2,850.0,26.0,1.0,0
59.0,0,5.0,13.0,6.0,27.0,1,0,231.0,23.0,1.0,0
48.0,0,41.0,28.0,0.0,7.0,2,0,928.85,14.0,0.0,3
53.0,0,8.0,23.0,8.0,24.0,0,0,256.0,7.0,1.0,0
62.0,0,37.0,27.0,1.0,23.0,2,1,531.0,15.0,1.0,3
21.0,1,50.0,12.0,0.0,5.0,1,0,509.64,29.0,0.0,1
40.0,1,22.0,21.0,4.0,18.0,1,2,827.16,27.0,0.0,2
26.0,1,55.0,15.0,10.0,5.0,2,0,922.0,14.0,1.0,1
35.0,1,5.0,19.0,3.0,13.0,2,0,958.65,9.0,0.0,1
44.0,1,45.0,8.0,2.0,2.0,0,0,727.01,23.0,0.0,1
39.0,1,42.0,18.0,3.0,8.0,2,0,817.5,25.0,0.0,1
59.0,1,21.0,16.0,8.0,13.0,1,0,777.0,7.0,1.0,1
34.0,0,30.0,19.0,7.0,4.0,2,2,784.0,29.0,1.0,3
34.0,1,10.0,11.0,2.0,7.0,0,0,725.82,24.0,0.0,1
31.0,0,34.0,25.0,3.0,1.0,2,0,865.26,12.0,0.0,3
41.0,1,5.0,21.0,0.0,7.0,2,2,529.8,9.0,0.0,2
62.0,0,21.0,10.0,4.0,6.0,2,1,932.0,29.0,1.0,3
43.0,1,42.0,16.0,2.0,12.0,2,2,546.65,2.0,0.0,2
29.0,0,20.0,18.0,1.0,7.0,2,0,125.0,12.0,1.0,3
37.0,1,34.0,20.0,3.0,7.0,0,0,928.01,3.0,0.0,1
31.0,1,26.0,21.0,9.0,23.0,1,0,808.0,19.0,1.0,0
41.0,1,14.0,4.0,9.0,11.0,1,2,730.0,28.0,1.0,0
47.0,1,23.0,25.0,9.0,14.0,0,2,403.0,16.0,1.0,0
32.0,0,13.0,7.0,10.0,16.0,1,1,910.0,1.0,1.0,3
49.0,1,14.0,10.0,0.0,19.0,0,2,749.37,1.0,0.0,2
36.0,1,27.0,1.0,6.0,5.0,1,1,922.0,14.0,1.0,1
49.0,0,23.0,15.0,8.0,24.0,1,2,831.0,7.0,1.0,0
28.0,1,18.0,4.0,10.0,26.0,1,0,563.0,30.0,1.0,0
53.0,1,18.0,4.0,4.0,28.0,0,0,228.0,29.0,1.0,0
35.0,0,34.0,15.0,4.0,22.0,0,2,921.0,15.0,1.0,3
19.0,1,36.0,3.0,8.0,30.0,1,1,144.0,28.0,1.0,0
37.0,1,32.0,6.0,6.0,20.0,1,0,192.0,3.0,1.0,0
41.0,0,24.0,29.0,1.0,16.0,0,0,733.64,1.0,0.0,3
43.0,0,60.0,15.0,2.0,13.0,1,2,884.29,5.0,0.0,3
39.0,1,46.0,1.0,7.0,11.0,1,1,729.69,10.0,1.0,2
46.0,0,19.0,10.0,2.0,11.0,1,2,613.65,14.0,0.0,3
57.0,1,6.0,15.0,10.0,12.0,1,1,507.0,7.0,1.0,0
18.0,0,37.0,21.0,1.0,1.0,1,0,580.99,11.0,0.0,3
32.0,1,38.0,11.0,0.0,9.0,2,2,542.78,1.0,0.0,2
35.0,1,29.0,24.0,2.0,22.0,2,0,152.67,12.0,1.0,1
62.0,0,14.0,3.0,10.0,30.0,0,0,168.0,20.0,1.0,0
35.0,1,32.0,20.0,9.0,0.0,0,1,967.0,13.0,1.0,2
23.0,0,59.0,29.0,1.0,14.0,0,2,925.68,6.0,0.0,3
41.0,1,8.0,29.0,3.0,6.0,1,0,683.92,21.0,0.0,1
56.0,0,54.0,22.0,8.0,12.0,2,1,572.0,5.0,1.0,0
54.0,0,29.0,22.0,7.0,25.0,1,2,224.0,28.0,1.0,0
34.0,1,20.0,14.0,9.0,22.0,2,1,780.0,14.0,1.0,0
45.0,0,32.0,6.0,1.0,2.0,1,1,580.77,15.0,1.0,3
50.0,1,3.0,6.0,8.0,26.0,1,0,819.8,13.0,1.0,0
65.0,1,56.0,26.0,9.0,19.0,1,2,866.0,13.0,1.0,0
59.0,0,9.0,7.0,10.0,14.0,1,1,729.0,25.0,1.0,0
63.0,0,56.0,3.0,9.0,29.0,0,2,699.0,16.0,1.0,0
30.0,0,54.0,22.0,7.0,11.0,1,1,403.53,10.0,1.0,3
26.0,0,6.0,6.0,0.0,1.0,0,0,750.14,7.0,0.0,3
26.0,0,10.0,28.0,0.0,3.0,1,0,637.6,3.0,0.0,3
27.0,0,37.0,15.0,3.0,30.0,2,1,237.0,12.0,1.0,0
63.0,0,50.0,21.0,6.0,8.0,2,0,481.0,15.0,1.0,0
62.0,0,15.0,21.0,4.0,17.0,0,1,473.0,11.0,1.0,0
28.0,1,38.0,20.0,6.0,30.0,0,2,652.0,15.0,1.0,2
30.0,0,27.0,16.0,0.0,2.0,2,2,603.47,11.0,0.0,3
24.0,0,16.0,20.0,3.0,23.0,0,1,610.0,4.0,1.0,3
33.0,0,24.0,27.0,0.0,3.0,2,1,166.0,14.0,1.0,3
23.0,1,23.0,10.0,6.0,18.0,0,1,168.0,18.0,1.0,0
45.0,0,25.0,24.0,2.0,20.0,0,0,807.62,5.0,0.0,3
61.0,1,23.0,1.0,1.0,23.0,2,2,648.0,24.0,1.0,2
65.0,1,41.0,27.0,7.0,12.0,1,2,269.99,27.0,1.0,0
58.0,0,29.0,11.0,3.0,9.0,2,2,311.0,15.0,1.0,0
65.0,1,36.0,17.0,10.0,16.0,1,0,794.0,13.0,1.0,0
29.0,1,34.0,16.0,1.0,22.0,0,1,542.0,13.0,1.0,2
34.0,1,47.0,13.0,3.0,7.0,0,2,758.83,4.0,0.0,2
51.0,0,41.0,30.0,3.0,27.0,2,1,899.0,27.0,1.0,3
64.0,0,56.0,6.0,1.0,21.0,2,0,794.0,17.0,1.0,3
39.0,0,38.0,17.0,7.0,25.0,2,2,297.0,28.0,1.0,0
21.0,0,58.0,8.0,8.0,15.0,2,0,723.0,18.0,1.0,3
45.0,0,46.0,26.0,2.0,23.0,0,0,270.0,6.0,1.0,3
28.0,1,54.0,7.0,7.0,30.0,1,0,914.0,1.0,1.0,1
34.0,1,51.0,2.0,0.0,17.0,2,0,367.0,6.0,1.0,1
42.0,0,30.0,13.0,5.0,16.0,2,1,310.0,3.0,1.0,0
24.0,1,32.0,3.0,0.0,9.0,2,2,654.91,26.0,0.0,2
60.0,0,52.0,13.0,2.0,11.0,2,2,700.01,2.0,1.0,3
51.0,1,22.0,13.0,5.0,27.0,0,2,923.0,8.0,1.0,2
54.0,0,26.0,7.0,9.0,1.0,2,2,570.48,11.0,1.0,0
48.0,0,7.0,15.0,2.0,6.0,2,2,643.42,5.0,0.0,3
31.0,1,34.0,11.0,10.0,8.0,0,0,602.0,23.0,1.0,0
45.0,1,45.0,8.0,0.0,16.0,0,2,876.0,9.0,0.0,2
40.0,1,9.0,9.0,2.0,28.0,1,1,444.0,3.0,1.0,0
49.0,1,5.0,8.0,3.0,4.0,1,0,698.75,11.0,0.0,1
27.0,1,58.0,12.0,2.0,3.0,1,0,666.03,15.0,0.0,1
63.0,1,35.0,26.0,3.0,13.0,0,2,129.27,17.0,1.0,0
27.0,0,39.0,7.0,1.0,5.0,2,2,286.48,6.0,1.0,3
57.0,0,44.0,23.0,6.0,13.0,2,0,790.0,20.0,1.0,0
46.0,0,31.0,8.0,0.0,1.0,2,2,503.1,7.0,0.0,3
40.0,1,13.0,29.0,8.0,8.0,0,1,907.0,14.0,1.0,1
40.0,1,46.0,19.0,0.0,13.0,2,2,508.34,7.0,0.0,2
38.0,0,40.0,18.0,2.0,20.0,0,0,943.48,2.0,0.0,3
29.0,1,16.0,12.0,2.0,11.0,1,0,926.88,13.0,0.0,1
28.0,1,11.0,13.0,1.0,29.0,2,2,889.0,15.0,1.0,2
37.0,0,41.0,2.0,10.0,18.0,1,2,971.0,23.0,1.0,0
27.0,0,53.0,21.0,2.0,10.0,1,2,832.35,1.0,0.0,3
42.0,1,58.0,1.0,2.0,10.0,2,2,665.01,22.0,0.0,2
40.0,1,51.0,15.0,10.0,22.0,2,2,552.0,24.0,1.0,0
28.0,1,58.0,26.0,10.0,19.0,2,1,123.0,7.0,1.0,0
20.0,1,39.0,2.0,2.0,6.0,2,2,738.4,25.0,0.0,2
34.0,1,46.0,24.0,7.0,2.0,1,0,357.0,13.0,1.0,1
34.0,1,37.0,18.0,3.0,8.0,0,2,776.96,14.0,0.0,2
18.0,1,36.0,8.0,1.0,3.0,2,0,545.22,23.0,0.0,1
26.0,1,33.0,10.0,0.0,27.0,0,2,560.0,4.0,1.0,2
48.0,1,55.0,2.0,3.0,16.0,2,2,618.51,11.0,0.0,2
33.0,1,35.0,10.0,5.0,24.0,2,0,208.0,14.0,1.0,0
51.0,0,8.0,5.0,4.0,22.0,2,0,212.89,23.0,1.0,0
18.0,0,17.0,12.0,3.0,9.0,2,2,445.0,14.0,1.0,3
23.0,1,10.0,30.0,1.0,1.0,2,0,916.98,15.0,0.0,1
48.0,1,14.0,30.0,3.0,5.0,0,0,587.82,2.0,0.0,1
23.0,0,17.0,16.0,2.0,8.0,2,0,905.07,1.0,0.0,3
53.0,0,39.0,11.0,10.0,1.0,0,2,583.0,10.0,1.0,0
43.0,0,52.0,9.0,7.0,28.0,2,0,492.0,29.0,1.0,0
19.0,0,2.0,3.0,6.0,12.0,1,0,218.0,28.0,1.0,0
27.0,0,33.0,14.0,1.0,20.0,2,0,878.89,11.0,0.0,3
36.0,1,60.0,18.0,3.0,8.0,0,0,721.27,18.0,0.0,1
19.0,1,9.0,18.0,0.0,2.0,0,2,661.33,1.0,0.0,2
32.0,1,1.0,5.0,6.0,22.0,2,0,627.0,20.0,1.0,1
30.0,0,31.0,14.0,1.0,12.0,1,1,317.52,20.0,1.0,3
43.0,0,38.0,15.0,3.0,26.0,1,0,577.0,9.0,1.0,3
49.0,0,21.0,11.0,2.0,13.0,2,1,462.08,2.0,1.0,3
30.0,1,39.0,27.0,4.0,25.0,1,0,743.0,8.0,1.0,1
50.0,1,58.0,15.0,3.0,15.0,1,1,687.0,17.0,1.0,2
58.0,0,38.0,21.0,2.0,20.0,0,2,346.0,13.0,1.0,0
59.0,1,45.0,26.0,7.0,17.0,0,1,997.08,16.0,1.0,0
25.0,0,8.0,4.0,2.0,14.0,0,2,377.53,26.0,1.0,3
26.0,0,10.0,18.0,1.0,26.0,1,1,119.0,27.0,1.0,0
44.0,1,25.0,4.0,4.0,12.0,1,0,554.18,19.0,0.0,1
56.0,0,11.0,5.0,0.0,25.0,0,2,890.08,7.0,1.0,3
35.0,0,2.0,22.0,10.0,20.0,2,0,469.0,29.0,1.0,0
21.0,1,7.0,24.0,1.0,5.0,1,2,400.0,15.0,1.0,2
26.0,0,7.0,11.0,4.0,2.0,0,2,537.0,26.0,1.0,3
19.0,1,16.0,13.0,1.0,25.0,1,1,223.0,12.0,1.0,2
55.0,1,26.0,9.0,0.0,1.0,1,0,386.0,28.0,1.0,1
39.0,0,19.0,25.0,7.0,23.0,2,0,415.39,3.0,1.0,0
33.0,1,21.0,14.0,7.0,10.0,0,0,771.0,15.0,1.0,1
31.0,1,47.0,30.0,0.0,6.0,0,2,642.06,9.0,0.0,2
53.0,1,8.0,1.0,7.0,30.0,2,1,123.0,27.0,1.0,0
58.0,1,5.0,24.0,2.0,0.0,1,1,235.99,23.0,1.0,1
31.0,0,6.0,17.0,2.0,14.0,1,0,886.83,6.0,0.0,3
55.0,0,11.0,10.0,1.0,25.0,2,0,798.0,7.0,1.0,3
27.0,1,37.0,25.0,1.0,18.0,0,0,610.35,9.0,0.0,1
33.0,1,27.0,29.0,8.0,11.0,2,1,463.0,7.0,1.0,0
35.0,0,16.0,30.0,0.0,5.0,1,2,714.72,2.0,0.0,3
42.0,0,39.0,28.0,5.0,5.0,2,2,866.0,19.0,1.0,3
26.0,0,19.0,28.0,10.0,14.0,2,0,565.11,25.0,1.0,0
42.0,1,49.0,20.0,5.0,16.0,1,0,215.0,29.0,1.0,0
47.0,0,49.0,27.0,2.0,17.0,2,2,927.99,6.0,0.0,3
43.0,1,6.0,25.0,3.0,2.0,1,2,869.77,17.0,0.0,2
24.0,1,22.0,10.0,6.0,22.0,1,2,949.0,28.0,1.0,2
41.0,1,15.0,30.0,0.0,13.0,1,0,744.6,2.0,0.0,1
48.0,1,14.0,1.0,1.0,9.0,1,0,361.0,30.0,1.0,1
47.0,1,1.0,30.0,0.0,5.0,2,2,881.38,26.0,0.0,2
31.0,1,42.0,16.0,0.0,9.0,1,0,848.62,21.0,0.0,1
36.0,0,6.0,25.0,2.0,9.0,1,0,976.22,2.0,0.0,3
22.0,1,45.0,28.0,2.0,1.0,0,2,976.56,14.0,0.0,2
44.0,1,47.0,12.0,0.0,15.0,1,2,584.06,19.0,0.0,2
35.0,1,4.0,24.0,1.0,7.0,1,2,801.56,22.0,0.0,2
21.0,0,49.0,8.0,0.0,3.0,0,2,350.0,22.0,1.0,3
53.0,1,39.0,23.0,8.0,30.0,2,0,521.0,9.0,1.0,0
39.0,1,29.0,27.0,1.0,18.0,1,2,902.52,9.0,0.0,2
63.0,1,25.0,28.0,2.0,28.0,0,0,710.0,6.0,1.0,1
32.0,0,18.0,30.0,3.0,3.0,0,0,935.75,14.0,0.0,3
61.0,0,40.0,24.0,9.0,9.0,2,2,392.0,24.0,1.0,0
63.0,1,18.0,8.0,2.0,4.0,1,0,482.88,10.0,1.0,1
49.0,0,28.0,18.0,0.0,14.0,2,2,876.36,13.0,0.0,3
57.0,1,29.0,28.0,4.0,14.0,0,0,813.92,10.0,1.0,1
41.0,1,37.0,5.0,4.0,5.0,1,0,685.24,5.0,0.0,1
51.0,0,9.0,16.0,2.0,12.0,2,1,351.0,11.0,1.0,3
22.0,1,50.0,20.0,1.0,16.0,0,2,988.58,8.0,0.0,2
33.0,0,56.0,4.0,2.0,4.0,1,0,821.02,15.0,0.0,3
41.0,0,20.0,15.0,3.0,18.0,0,2,677.36,7.0,0.0,3
52.0,1,5.0,16.0,3.0,3.0,2,1,602.0,15.0,1.0,1
41.0,1,42.0,12.0,3.0,0.0,2,2,567.8,21.0,0.0,2
53.0,0,38.0,8.0,0.0,24.0,2,2,277.0,11.0,1.0,0
30.0,1,53.0,5.0,6.0,3.0,1,1,393.0,6.0,1.0,2
35.0,1,23.0,13.0,1.0,11.0,2,2,646.0,24.0,0.0,2
22.0,1,46.0,28.0,2.0,6.0,1,0,839.68,7.0,0.0,1
18.0,1,12.0,17.0,1.0,1.0,1,2,614.34,24.0,0.0,2
50.0,1,44.0,20.0,3.0,2.0,2,1,761.0,18.0,1.0,1
48.0,1,41.0,7.0,4.0,15.0,1,2,837.9,28.0,0.0,2
36.0,1,22.0,1.0,0.0,1.0,0,2,174.0,14.0,1.0,2
21.0,1,44.0,24.0,7.0,16.0,0,1,845.0,22.0,1.0,2
40.0,1,41.0,5.0,0.0,4.0,2,0,825.77,24.0,0.0,1
58.0,0,4.0,17.0,0.0,5.0,1,0,349.0,18.0,1.0,3
27.0,1,34.0,10.0,1.0,5.0,1,2,932.65,20.0,0.0,2
65.0,0,17.0,24.0,6.0,5.0,2,2,675.0,28.0,1.0,0
48.0,0,27.0,10.0,3.0,24.0,1,0,649.77,5.0,1.0,3
63.0,1,32.0,3.0,4.0,8.0,2,1,194.0,4.0,1.0,0
36.0,1,52.0,19.0,9.0,8.0,0,1,275.0,2.0,1.0,0
29.0,1,31.0,15.0,0.0,18.0,1,2,971.24,17.0,0.0,2
50.0,1,41.0,6.0,0.0,17.0,2,0,595.6,27.0,0.0,1
61.0,1,48.0,10.0,4.0,25.0,0,2,389.37,8.0,1.0,0
18.0,1,7.0,9.0,0.0,8.0,0,0,744.09,27.0,0.0,1
32.0,0,60.0,3.0,2.0,19.0,0,0,858.0,30.0,1.0,3
20.0,0,59.0,12.0,8.0,0.0,2,2,579.0,7.0,1.0,3
50.0,1,29.0,5.0,0.0,11.0,0,0,641.07,13.0,0.0,1
62.0,0,19.0,3.0,1.0,8.0,0,2,258.0,6.0,1.0,3
37.0,0,58.0,26.0,1.0,0.0,2,0,798.57,1.0,0.0,3
57.0,1,2.0,22.0,2.0,5.0,0,2,490.0,19.0,1.0,2
22.0,0,44.0,29.0,2.0,8.0,2,2,819.73,6.0,0.0,3
31.0,1,52.0,23.0,3.0,7.0,1,2,723.71,28.0,0.0,2
40.0,1,51.0,17.0,1.0,14.0,0,0,958.45,12.0,0.0,1
47.0,0,34.0,26.0,0.0,12.0,2,2,771.62,13.0,0.0,3
30.0,1,51.0,5.0,7.0,4.0,1,1,501.0,21.0,1.0,2
21.0,0,38.0,20.0,1.0,30.0,1,1,837.0,13.0,1.0,3
23.0,1,43.0,7.0,7.0,17.0,2,1,721.0,23.0,1.0,2
36.0,0,31.0,30.0,3.0,17.0,0,2,516.24,3.0,0.0,3
43.0,0,14.0,13.0,2.0,27.0,2,1,952.0,15.0,1.0,3
21.0,0,13.0,12.0,2.0,17.0,2,0,509.44,9.0,0.0,3
32.0,1,15.0,28.0,7.0,12.0,2,1,657.0,5.0,1.0,1
32.0,1,21.0,29.0,10.0,15.0,1,1,737.0,1.0,1.0,0
38.0,1,49.0,24.0,0.0,11.0,1,0,553.98,10.0,0.0,1
38.0,0,50.0,22.0,7.0,0.0,0,0,105.0,13.0,1.0,0
28.0,1,19.0,25.0,1.0,12.0,2,0,605.89,22.0,0.0,1
41.0,0,19.0,21.0,5.0,13.0,0,1,336.0,12.0,1.0,0
41.0,0,40.0,22.0,8.0,13.0,2,1,431.0,12.0,1.0,0
43.0,1,24.0,17.0,0.0,10.0,2,0,989.19,21.0,0.0,1
45.0,1,9.0,3.0,9.0,3.0,2,2,589.21,15.0,1.0,0
41.0,1,44.0,16.0,4.0,28.0,2,1,810.0,3.0,1.0,2
63.0,1,11.0,3.0,0.0,23.0,1,0,944.0,4.0,1.0,1
29.0,0,15.0,3.0,0.0,29.0,1,0,474.0,12.0,1.0,3
30.0,0,47.0,24.0,1.0,12.0,2,0,908.34,5.0,0.0,3
46.0,1,30.0,28.0,4.0,0.0,0,0,984.21,1.0,0.0,1
41.0,1,43.0,16.0,7.0,14.0,1,1,845.0,27.0,1.0,2
22.0,1,3.0,19.0,8.0,2.0,1,1,883.33,17.0,1.0,1
46.0,1,13.0,5.0,10.0,11.0,0,0,175.0,26.0,1.0,0
54.0,0,43.0,18.0,3.0,12.0,1,2,592.0,22.0,1.0,3
24.0,1,53.0,10.0,10.0,18.0,1,0,778.0,19.0,1.0,1
43.0,1,44.0,18.0,1.0,17.0,2,0,851.98,30.0,0.0,1
24.0,1,39.0,11.0,0.0,12.0,1,0,998.43,2.0,0.0,1
50.0,0,57.0,8.0,0.0,25.0,2,0,1000.0,15.0,1.0,3
57.0,1,54.0,11.0,10.0,3.0,2,2,954.0,27.0,1.0,2
49.0,1,53.0,22.0,3.0,5.0,1,2,706.12,23.0,0.0,2
46.0,1,28.0,7.0,0.0,1.0,1,2,713.9,3.0,0.0,2
56.0,1,27.0,7.0,0.0,12.0,1,1,662.0,3.0,1.0,1
59.0,1,28.0,7.0,3.0,0.0,0,0,627.0,7.0,1.0,1
34.0,1,38.0,7.0,2.0,2.0,1,2,927.08,14.0,0.0,2
25.0,0,36.0,1.0,5.0,16.0,0,1,141.36,14.0,1.0,0
35.0,1,41.0,8.0,3.0,17.0,2,0,952.26,2.0,0.0,1
32.0,0,41.0,8.0,2.0,4.0,0,2,966.0,15.0,0.0,3
37.0,1,32.0,15.0,1.0,11.0,1,1,504.71,18.0,1.0,2
36.0,1,44.0,4.0,0.0,7.0,0,2,516.08,22.0,0.0,2
28.0,0,24.0,14.0,0.0,0.0,0,2,566.0,16.0,1.0,3
36.0,0,46.0,2.0,6.0,13.0,1,2,593.0,24.0,1.0,0
57.0,0,30.0,28.0,1.0,0.0,0,1,478.91,2.0,1.0,3
40.0,0,60.0,8.0,0.0,3.0,1,0,968.64,10.0,0.0,3
59.0,0,54.0,18.0,4.0,15.0,0,2,765.0,20.0,1.0,3
26.0,1,27.0,28.0,0.0,13.0,1,2,878.0,2.0,0.0,2
62.0,1,18.0,29.0,10.0,26.0,2,0,234.0,4.0,1.0,0
31.0,1,52.0,10.0,6.0,29.0,1,2,497.0,8.0,1.0,0
31.0,1,26.0,24.0,2.0,2.0,1,2,792.52,23.0,0.0,2
46.0,1,3.0,29.0,4.0,12.0,1,2,589.44,14.0,0.0,2
47.0,1,11.0,13.0,1.0,17.0,2,2,861.83,4.0,0.0,2
36.0,1,29.0,2.0,3.0,20.0,1,0,651.63,10.0,0.0,1
30.0,0,26.0,1.0,1.0,13.0,2,0,617.28,5.0,0.0,3
49.0,1,7.0,2.0,4.0,6.0,1,0,819.23,8.0,0.0,1
40.0,1,58.0,5.0,2.0,0.0,1,2,949.72,28.0,0.0,2
50.0,0,51.0,12.0,4.0,1.0,1,0,620.06,7.0,0.0,3
35.0,1,29.0,8.0,10.0,16.0,1,2,950.47,17.0,1.0,2
32.0,1,42.0,7.0,2.0,16.0,0,0,605.33,22.0,0.0,1
26.0,0,38.0,20.0,1.0,6.0,2,0,592.17,3.0,0.0,3
29.0,1,27.0,1.0,10.0,6.0,2,0,489.0,28.0,1.0,0
30.0,1,59.0,21.0,0.0,9.0,1,1,498.0,16.0,1.0,2
35.0,1,1.0,17.0,3.0,15.0,2,2,579.58,11.0,0.0,2
